source,target,description,file_name,knowledge_base_id,workspace_id
ent-f035b69e471531db3fc6b5bda282305a,ent-f75e910248e52459cea87390ec21d91e,Astrid North born on 24 August 1973,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f035b69e471531db3fc6b5bda282305a,ent-511ed745aca36731957f567f2a8a5e21,Astrid North died in 25 June 2019,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f035b69e471531db3fc6b5bda282305a,ent-ee1611b61f5688e70c12b40684dbb395,Astrid North died in Berlin,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f035b69e471531db3fc6b5bda282305a,ent-86bc3115eb4e9873ac96904a4a68e19e,Astrid North was German,2wiki_subcorpus.txt,test_kb,test_workspace
ent-64643a6977b0a1b4ea23e832f6c8bdf1,ent-1046ecca1bf740bddd6fb8d780795314,Billy Milano born in Bronx,2wiki_subcorpus.txt,test_kb,test_workspace
ent-64643a6977b0a1b4ea23e832f6c8bdf1,ent-087c8f9868f52cf26188d572c5d48945,"Billy Milano based in Austin, Texas",2wiki_subcorpus.txt,test_kb,test_workspace
ent-64643a6977b0a1b4ea23e832f6c8bdf1,ent-183ba228bc09fa499ed4396485b15d08,Billy Milano singer of M.O.D.,2wiki_subcorpus.txt,test_kb,test_workspace
ent-64643a6977b0a1b4ea23e832f6c8bdf1,ent-d9879079676405f46bfb27711bada3f7,Billy Milano singer of Stormtroopers of Death,2wiki_subcorpus.txt,test_kb,test_workspace
ent-64643a6977b0a1b4ea23e832f6c8bdf1,ent-dae312d97b9f4b116c57ee21dd70f985,Billy Milano singer of United Forces,2wiki_subcorpus.txt,test_kb,test_workspace
ent-dae312d97b9f4b116c57ee21dd70f985,ent-feb340a9e1258bf7eec5f01b132ed377,United Forces featured Dan Lilker,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2d8833fc15226225a483f50f7cd0305d,ent-1b2fd1f976de8c361682c73061f3a42b,Limestone Coast is region of South Australian government,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2d8833fc15226225a483f50f7cd0305d,ent-fdde6f78eb47186ba0865b6b9df1ce93,Limestone Coast located in south east of South Australia,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2d8833fc15226225a483f50f7cd0305d,ent-b4b4fe1e07382fd6d09c59b97da1154b,Limestone Coast adjoins Victorian border,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2d8833fc15226225a483f50f7cd0305d,ent-2f16bbc523013d2e862f952ae5a36453,Limestone Coast is tourist region,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2d8833fc15226225a483f50f7cd0305d,ent-aee5ed4a9dd86c963a970e6ea82d80f7,Limestone Coast is wine zone,2wiki_subcorpus.txt,test_kb,test_workspace
ent-8ec6ff38f874893aae1a477ea895228e,ent-a792c7f4757a0b55de7304888afb5e32,Marufabad is village in Kabutarsorkh Rural District,2wiki_subcorpus.txt,test_kb,test_workspace
ent-8ec6ff38f874893aae1a477ea895228e,ent-6138ce7f0af22c927d0fb90a90d606ea,Marufabad located in Central District of Chadegan County,2wiki_subcorpus.txt,test_kb,test_workspace
ent-8ec6ff38f874893aae1a477ea895228e,ent-b3f2af5f20525b2b0a9fcd6e832d25ab,Marufabad located in Isfahan Province,2wiki_subcorpus.txt,test_kb,test_workspace
ent-8ec6ff38f874893aae1a477ea895228e,ent-21fc68909a9eb8692e84cf64e495213e,Marufabad located in Iran,2wiki_subcorpus.txt,test_kb,test_workspace
ent-8ec6ff38f874893aae1a477ea895228e,ent-647bba344396e7c8170902bcf2e15551,Marufabad population was 545,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4a43fbcf7bdd1b37d9b048bbeaf083de,ent-461c82202fa9fea8df8287f40669f9fd,Ascension Island country code + 247,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4a43fbcf7bdd1b37d9b048bbeaf083de,ent-b4b147bc522828731f1a016bfa72c073,Ascension Island international call prefix 00,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4a43fbcf7bdd1b37d9b048bbeaf083de,ent-ff6655718a257f3aa50ec89cbd7691c4,Ascension Island does not share country code with St Helena,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ff6655718a257f3aa50ec89cbd7691c4,ent-414b59036fa8957ec0455b6c9f2ece57,St Helena uses country code +290,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f1e0124c18709dbd4cd9a8b6e07e4283,ent-d50d0152e568f37a3b92677f3c0e2bec,Jawty located in Gmina Susz,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f1e0124c18709dbd4cd9a8b6e07e4283,ent-c2310560e07dac34ef16553cc05ba5eb,Jawty located in Iława County,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f1e0124c18709dbd4cd9a8b6e07e4283,ent-b2f37b93df37cecb314c373ecb0bd3c3,Jawty located in Warmian-Masurian Voivodeship,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f1e0124c18709dbd4cd9a8b6e07e4283,ent-94880bda83bda77c5692876700711f15,Jawty located in Poland,2wiki_subcorpus.txt,test_kb,test_workspace
ent-bec7aad3d289f92f2411cebb70296c7e,ent-766cfa97af30a5c74aa8361c7137583d,Pritzerbe Ferry crosses Havel River,2wiki_subcorpus.txt,test_kb,test_workspace
ent-bec7aad3d289f92f2411cebb70296c7e,ent-2ddb2d82267087ce442c1a4a3d972c06,Pritzerbe Ferry located in Brandenburg,2wiki_subcorpus.txt,test_kb,test_workspace
ent-bec7aad3d289f92f2411cebb70296c7e,ent-d8b00929dec65d422303256336ada04f,Pritzerbe Ferry located in Germany,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5f0aa1022007b52c02957fe3fc7fa783,ent-c6db08747250510bb57b999b956b67fa,Radzice located in Gmina Drzewica,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5f0aa1022007b52c02957fe3fc7fa783,ent-ad345844fdf0dd8949c356ac9ea235d8,Radzice located in Opoczno County,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5f0aa1022007b52c02957fe3fc7fa783,ent-70ceead21fed4f9f2120ed2096aac836,Radzice located in Łódź Voivodeship,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5f0aa1022007b52c02957fe3fc7fa783,ent-94880bda83bda77c5692876700711f15,Radzice located in Poland,2wiki_subcorpus.txt,test_kb,test_workspace
ent-c1d078ce2b6020145ec18b677157e4c7,ent-d50d0152e568f37a3b92677f3c0e2bec,Lubnowy located in Gmina Susz,2wiki_subcorpus.txt,test_kb,test_workspace
ent-c1d078ce2b6020145ec18b677157e4c7,ent-d50d0152e568f37a3b92677f3c0e2bec,Lubnowy is part of Gmina Susz,2wiki_subcorpus.txt,test_kb,test_workspace
ent-c1d078ce2b6020145ec18b677157e4c7,ent-c2310560e07dac34ef16553cc05ba5eb,Lubnowy located in Iława County,2wiki_subcorpus.txt,test_kb,test_workspace
ent-c1d078ce2b6020145ec18b677157e4c7,ent-b2f37b93df37cecb314c373ecb0bd3c3,Lubnowy located in Warmian-Masurian Voivodeship,2wiki_subcorpus.txt,test_kb,test_workspace
ent-c1d078ce2b6020145ec18b677157e4c7,ent-94880bda83bda77c5692876700711f15,Lubnowy located in Poland,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9c11df8648825000bdf8466d4239e5ec,ent-6863c9c5f717797a0b0cf02ca38256e8,Tunstall is unincorporated community,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9c11df8648825000bdf8466d4239e5ec,ent-d4fe73d0404548972d0043873fdf4707,Tunstall located in New Kent County,2wiki_subcorpus.txt,test_kb,test_workspace
ent-d4fe73d0404548972d0043873fdf4707,ent-c8b287075ce4f11c834d2a0ada967ddc,New Kent County located in Virginia,2wiki_subcorpus.txt,test_kb,test_workspace
ent-c8b287075ce4f11c834d2a0ada967ddc,ent-f253efe302d32ab264a76e0ce65be769,Virginia located in United States,2wiki_subcorpus.txt,test_kb,test_workspace
ent-79b03995ded1ad6bcfb827a593d133d2,ent-9c11df8648825000bdf8466d4239e5ec,Foster's Castle located in Tunstall,2wiki_subcorpus.txt,test_kb,test_workspace
ent-79b03995ded1ad6bcfb827a593d133d2,ent-4610f80e84c486f2cf995c0e7e1ffbff,Foster's Castle listed on National Register of Historic Places,2wiki_subcorpus.txt,test_kb,test_workspace
ent-52bfa6454d18c226ea7874120d0eb55e,ent-9c11df8648825000bdf8466d4239e5ec,Hampstead located in Tunstall,2wiki_subcorpus.txt,test_kb,test_workspace
ent-52bfa6454d18c226ea7874120d0eb55e,ent-4610f80e84c486f2cf995c0e7e1ffbff,Hampstead listed on National Register of Historic Places,2wiki_subcorpus.txt,test_kb,test_workspace
ent-48d4f932ef01eced0163414d05618ba5,ent-9aa51149b576a1e5cc9594bf5a5f9f1e,Nasamkhrali previously known as Nasomkhari,2wiki_subcorpus.txt,test_kb,test_workspace
ent-48d4f932ef01eced0163414d05618ba5,ent-6e2301cee3245e5c3036242feb571405,Nasamkhrali located in Telavi district,2wiki_subcorpus.txt,test_kb,test_workspace
ent-6e2301cee3245e5c3036242feb571405,ent-eada819634d0164c6a7547bdcc405033,Telavi district located in Georgia,2wiki_subcorpus.txt,test_kb,test_workspace
ent-10073ddf1970bcb692cea94a0b6e2c99,ent-3804f93fb20e5b9f2cb426f3480aae03,Altid ballade is Danish drama film,2wiki_subcorpus.txt,test_kb,test_workspace
ent-28a2837726c6884566547c14f092ac4e,ent-7ee755920a07aeddef8a78c6ae4c4655,Aldri annet enn bråk is Norwegian comedy-drama film,2wiki_subcorpus.txt,test_kb,test_workspace
ent-28a2837726c6884566547c14f092ac4e,ent-5a7f963e5e0504740c3a6b10bb6d4fa5,Aldri annet enn bråk released in 1954,2wiki_subcorpus.txt,test_kb,test_workspace
ent-28a2837726c6884566547c14f092ac4e,ent-ffcb1410874949cc59bf482616d2330f,Aldri annet enn bråk edited by Edith Carlmar,2wiki_subcorpus.txt,test_kb,test_workspace
ent-28a2837726c6884566547c14f092ac4e,ent-f4830432874f86d2e2a1a5f2dbebbc80,Aldri annet enn bråk takes place in Oslo,2wiki_subcorpus.txt,test_kb,test_workspace
ent-28a2837726c6884566547c14f092ac4e,ent-42e14bfe12a5719b22b3e27323b1547a,Aldri annet enn bråk English title is Nothing but trouble,2wiki_subcorpus.txt,test_kb,test_workspace
ent-10073ddf1970bcb692cea94a0b6e2c99,ent-a8b2e367862ec093d8754f1630e57739,Altid ballade is Danish remake,2wiki_subcorpus.txt,test_kb,test_workspace
ent-10073ddf1970bcb692cea94a0b6e2c99,ent-378a063b8fdb1db941e34f4bde584c7d,Altid ballade released in 1955,2wiki_subcorpus.txt,test_kb,test_workspace
ent-10073ddf1970bcb692cea94a0b6e2c99,ent-951da8d6431ac984afa5908661ddb665,Altid ballade directed by Gabriel Axel,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5fc73fb1cc5c737f76cabafbe808dcb0,ent-e6ad94e79372cd614921d33b8f7c3a35,Dan Milne is British actor/director,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5fc73fb1cc5c737f76cabafbe808dcb0,ent-4f2140ff90457eccdee33c98577c3abf,Dan Milne known for role in EastEnders,2wiki_subcorpus.txt,test_kb,test_workspace
ent-40d4c15b32bda470c9bc53acced001eb,ent-3f653ea5b228107cfdd4de5a6408524c,Ben Palmer is British film and television director,2wiki_subcorpus.txt,test_kb,test_workspace
ent-40d4c15b32bda470c9bc53acced001eb,ent-0afa91ceaa17feb661eecabd84845442,Ben Palmer director of Bo' Selecta,2wiki_subcorpus.txt,test_kb,test_workspace
ent-40d4c15b32bda470c9bc53acced001eb,ent-b5a28575d265a4d555b27e13c782e5a7,Ben Palmer director of The Inbetweeners,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-283f38dbbf46d2bdabee846fb958dd53,Edith Carlmar also known as Edith Mary Johanne Mathiesen,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-3b35fdad0ec586e959c32034c6145a7c,Edith Carlmar born on 15 November 1911,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-20b55d8dd8707f2c6aa94215ff63caaa,Edith Carlmar died on 17 May 2003,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-ede6f4ad02cbbddc783a74d6e4d92a75,Edith Carlmar was Norwegian actress,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-d5b9290a0b67727d4ba1ca6059dc31a6,Edith Carlmar first female film director in Norway,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-46fe276725ef7b37e8334696d4509d90,Edith Carlmar known for films such as Fjols til fjells,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-28a2837726c6884566547c14f092ac4e,Edith Carlmar directed Aldri annet enn bråk,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-fe8de316e3dbffb405c7c6252d39a04f,Edith Carlmar directed Ung flukt,2wiki_subcorpus.txt,test_kb,test_workspace
ent-fe8de316e3dbffb405c7c6252d39a04f,ent-e4dd5528f7596dcdf871aa55cfccc53c,Ung flukt released in 1959,2wiki_subcorpus.txt,test_kb,test_workspace
ent-93abcad4b218e4d46f94d7c724192ef1,ent-7d2b0ae9207ed88ea51fa828839df5f9,Døden er et kjærtegnDeath is a Caress considered Norway's first film noir,2wiki_subcorpus.txt,test_kb,test_workspace
ent-fe8de316e3dbffb405c7c6252d39a04f,ent-d50bab74bd0885eb0d03b9737ec8b82e,Ung flukt introduced Liv Ullmann,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-e6b58a1af4caa9e28bf1f44c33edc738,Edith Carlmar came from East Oslo,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-41c48b6d3fa512bdd973126ebcfd719a,Edith Carlmar married Otto Carlmar,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-11108a3dbfe4636cb40b84b803b2fff6,Edith Carlmar became actress in 1936,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ffcb1410874949cc59bf482616d2330f,ent-2e1bcdad4284dfdbefda0acc118dc78d,Edith Carlmar met Tancred Ibsen,2wiki_subcorpus.txt,test_kb,test_workspace
ent-14645f8eb80d589805993ab4157f5c19,ent-5d88e3c3eb52e25e010ae2e15914055b,Logan Sandler is American writer and director,2wiki_subcorpus.txt,test_kb,test_workspace
ent-14645f8eb80d589805993ab4157f5c19,ent-25260687f533a113587195026ead39a6,Logan Sandler known for Live Cargo,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4bc73725702e2307159f437b0526fe34,ent-feb1042918a7e33a1f3eb0bec882dc92,God's Gift to Women is American film,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4bc73725702e2307159f437b0526fe34,ent-2362fcf152b1b9b273b3d4552151243a,God's Gift to Women directed by Michael Curtiz,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4bc73725702e2307159f437b0526fe34,ent-3d5ecfb4f38aaebc22b7fe886c737904,God's Gift to Women stars Frank Fay,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4bc73725702e2307159f437b0526fe34,ent-50d82e3eb6b3cbe0a914eec18bdc06d3,God's Gift to Women stars Laura LaPlante,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4bc73725702e2307159f437b0526fe34,ent-916bbe31d43978cd7c1dc22b30b54e73,God's Gift to Women stars Joan Blondell,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4bc73725702e2307159f437b0526fe34,ent-eb10695f31a292ca2b0fa51fa778470c,God's Gift to Women based on The Devil Was Sick,2wiki_subcorpus.txt,test_kb,test_workspace
ent-eb10695f31a292ca2b0fa51fa778470c,ent-b8d41778176b36631e1460f91e18232f,The Devil Was Sick written by Jane Hinton,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4bc73725702e2307159f437b0526fe34,ent-d97117303e6fed835785405477cdcc7a,God's Gift to Women completed as musical film,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-ccd33f4990f590c551b3b9b2bfeccdb8,Michael Curtiz born as Manó Kaminer,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-765f95006037f3b0db845aa13d82b75f,Michael Curtiz born as Mihály Kertész,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-2fb1c28dfda46f37a68444117316884e,"Michael Curtiz born on December 24, 1886",2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-7f3760fbee6eb26a4c862cf29362f0e5,"Michael Curtiz died on April 11, 1962",2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-a33f8e656e4344c1ddf9f32b26d208e9,Michael Curtiz was Hungarian-born American,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-bbbb353f97614e3064ec16b55d3897ca,Michael Curtiz invited by Warner Bros.,2wiki_subcorpus.txt,test_kb,test_workspace
ent-bbbb353f97614e3064ec16b55d3897ca,ent-5103c3584b063c431bd1268e9b5e76fb,Warner Bros. invited to Hollywood in 1926,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-1823142394409e254a93f4b1f23336e1,Michael Curtiz directed James Cagney,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-5fcb4357a68523ec40d10db5b725acd1,Michael Curtiz directed Joan Crawford,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-8736a22ae3c8a612c2ceded2a4f3b31a,Michael Curtiz put on screen Doris Day,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-f86472cc3b25f57ea01286cc065463c9,Michael Curtiz put on screen John Garfield,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-c0fd71d9c99b135eb2d3676d47ea7fe5,Michael Curtiz made star Errol Flynn,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-d71819ea9399b4e74dc036be0b3cdb66,Michael Curtiz made star Olivia de Havilland,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-61266e1d8493fd280dd1f5107992aa7c,Michael Curtiz made star Bette Davis,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-adf20488d00fb576b16546b1c93611b4,Michael Curtiz won Academy Award for Casablanca,2wiki_subcorpus.txt,test_kb,test_workspace
ent-2362fcf152b1b9b273b3d4552151243a,ent-7475e05a34436742233dfb46b9f56229,Michael Curtiz directed Sons of Liberty,2wiki_subcorpus.txt,test_kb,test_workspace
ent-32625447f1b3984b57e6e95ce64c0520,ent-6b127fddb3273e69b31b4c32df311e8e,"Elliot Silverstein born on August 3, 1927",2wiki_subcorpus.txt,test_kb,test_workspace
ent-32625447f1b3984b57e6e95ce64c0520,ent-cb725823157e6b10da8fa376c2e1b013,Elliot Silverstein born in Boston,2wiki_subcorpus.txt,test_kb,test_workspace
ent-32625447f1b3984b57e6e95ce64c0520,ent-7d07b15a160712cc823f7a117fb9b2c1,Elliot Silverstein born in Massachusetts,2wiki_subcorpus.txt,test_kb,test_workspace
ent-32625447f1b3984b57e6e95ce64c0520,ent-c6c6f067a3ead9ce67a1c67a790fa26b,Elliot Silverstein is American,2wiki_subcorpus.txt,test_kb,test_workspace
ent-32625447f1b3984b57e6e95ce64c0520,ent-4bd5b98be46de61f084af89067b83c7c,Elliot Silverstein directed Cat Ballou,2wiki_subcorpus.txt,test_kb,test_workspace
ent-00ef85c68da53560742c3560de54c023,ent-856b07c3006f74fa2dbd6a534612ab0d,Scott Fox is pornographic film director,2wiki_subcorpus.txt,test_kb,test_workspace
ent-00ef85c68da53560742c3560de54c023,ent-83e0c857670a8407f4613c1c166761da,Scott Fox member of AVN Hall of Fame,2wiki_subcorpus.txt,test_kb,test_workspace
ent-8703ee3a28b12330bfec5f67c1914347,ent-a3fe55fbead6afd06523549e611c98f7,El Tonto written and directed by Charlie Day,2wiki_subcorpus.txt,test_kb,test_workspace
ent-a62c6d63ccb2e40709110b1360a6ec14,ent-bac84389091f05f7b0aacadd1abbbb45,The Heart of Doreon also known as In the Heart of Doreon,2wiki_subcorpus.txt,test_kb,test_workspace
ent-a62c6d63ccb2e40709110b1360a6ec14,ent-f41e40611f11b2606eafe7fd6cb779f2,The Heart of Doreon also known as The Heart of Dorean,2wiki_subcorpus.txt,test_kb,test_workspace
ent-a62c6d63ccb2e40709110b1360a6ec14,ent-0b1ff139217f81df9fe7c6cc1715757f,The Heart of Doreon produced by Cyrus J. Williams,2wiki_subcorpus.txt,test_kb,test_workspace
ent-a62c6d63ccb2e40709110b1360a6ec14,ent-c7d1f42f8057d1b25be8c0fbea0a1453,The Heart of Doreon distributed by Pathé Exchange,2wiki_subcorpus.txt,test_kb,test_workspace
ent-a62c6d63ccb2e40709110b1360a6ec14,ent-5a98dcfcd49233ef38bfbcbaa2635448,The Heart of Doreon directed by Robert North Bradbury,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f2b6d85cfdd82d90b136f1e86b026427,ent-a62c6d63ccb2e40709110b1360a6ec14,Tom Santschi stars in The Heart of Doreon,2wiki_subcorpus.txt,test_kb,test_workspace
ent-245020eddf2107ddc9e07505c96655b0,ent-a62c6d63ccb2e40709110b1360a6ec14,Ruth Stonehouse stars in The Heart of Doreon,2wiki_subcorpus.txt,test_kb,test_workspace
ent-b473900b6b4bb5f9f843cdf5b203c8a8,ent-2a6aa04e0e1acb7936c71c790b3a3e11,Ringo-en no shōjo art director was Tomoo Shimogawara,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-16ea0353b550910aef64913fc7d8a1e3,"Charles Peckham Day born on February 9, 1976",2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-c6c6f067a3ead9ce67a1c67a790fa26b,Charles Peckham Day is American,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-9b0619da125f1c1789ee189573c2b261,Charles Peckham Day is known for playing Charlie Kelly,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-824433e6525500b7bbc37f6667fa5207,Charles Peckham Day stars in It's Always Sunny in Philadelphia,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-6ae8bdf50af5e2e3f43ce7436e89209c,Charles Peckham Day nominated for Critics' Choice Television Award for Best Actor in a Comedy Series,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-c8758b517083196f05ac29810b924aca,Charles Peckham Day nominated in 2011,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-3ecde52d76b8ff281eb735d736f34f3b,Charles Peckham Day is known for role as Dale,2wiki_subcorpus.txt,test_kb,test_workspace
ent-3ecde52d76b8ff281eb735d736f34f3b,ent-26fea923d3f11ef63692e4b38364e557,Dale appears in Horrible Bosses,2wiki_subcorpus.txt,test_kb,test_workspace
ent-26fea923d3f11ef63692e4b38364e557,ent-c8758b517083196f05ac29810b924aca,Horrible Bosses released in 2011,2wiki_subcorpus.txt,test_kb,test_workspace
ent-26fea923d3f11ef63692e4b38364e557,ent-cee8d6b7ce52554fd70354e37bbf44a2,Horrible Bosses has sequel in 2014,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-ae5876824662dc3c02782faa2c1d097b,Charles Peckham Day appears in Monsters University,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ae5876824662dc3c02782faa2c1d097b,ent-8038da89e49ac5eabb489cfc6cea9fc1,Monsters University released in 2013,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4b7493d33818a95dad73c01f403d27e1,ent-a923a39bee8d4d26fbc2a78146a1fcab,Charles Peckham Day appears in Pacific Rim,2wiki_subcorpus.txt,test_kb,test_workspace
ent-a923a39bee8d4d26fbc2a78146a1fcab,ent-8038da89e49ac5eabb489cfc6cea9fc1,Pacific Rim released in 2013,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-1fc95b3cd826f5b09bd5d3f6c334c870,"Robert North Bradbury born on March 23, 1886",2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-f57a9d9d9ce345779f182ff2face3b51,"Robert North Bradbury died on November 24, 1949",2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-5be25cca243da48f6ea1abd955fbea40,Robert North Bradbury died in Glendale,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-c202ea8aa0af4f6f653ba317032f56d3,Robert North Bradbury was American film director and screenwriter,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-da37315724e1e38c001ca3e9ad298237,Robert North Bradbury directed 125 movies,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-4e38bdc3a49e3a6dc35a4741daedb65f,Robert North Bradbury directed Riders of Destiny,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-2bcf187b90b6a1fbb98cbfa2f65b5c97,Robert North Bradbury directed The Lucky Texan,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-89c29c58e84b3aafcd22b672c9eec149,Robert North Bradbury directed West of the Divide,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-bb958b569fb182bbca957698aab75cd1,Robert North Bradbury directed Blue Steel,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-8806e8782a2c9666ed2a383d489e3274,Robert North Bradbury directed The Man From Utah,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-40aa9f352af7e467c1a931e4ebe5b301,Robert North Bradbury directed The Star Packer,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-db31e1dd3ff1769ecf91070d6fe59b34,Robert North Bradbury directed The Trail Beyond,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-ea96363b184492e57a33456ff874a08e,Robert North Bradbury directed The Lawless Frontier,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-713902ef10d1f2f2c1428fe8f08ee254,Robert North Bradbury directed Texas Terror,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5a98dcfcd49233ef38bfbcbaa2635448,ent-3ae5145b450829766be35b8857bec7d2,Robert North Bradbury directed Rainbow Valley,2wiki_subcorpus.txt,test_kb,test_workspace
